survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,Division,Balochistan,Rakhshan,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,83560,217,0.26,1563,Representative
PSLM 2019-20,Division,Balochistan,Sibi,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,172358,7307,4.24,2194,Representative
PSLM 2019-20,Division,Balochistan,Zhob,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,63870,0,0,719,Representative
PSLM 2019-20,Division,Islamabad ICT,Islamabad,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,335643,210798,62.8,1367,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Bannu,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,456757,2225,0.49,1998,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,562910,25344,4.5,2185,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Hazara,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,945483,14676,1.55,5550,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Kohat,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,453155,1269,0.28,3055,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Malakand,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1062771,25791,2.43,6719,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Mardan,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,543853,39281,7.22,2776,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Peshawar,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1157301,164802,14.24,6350,Representative
PSLM 2019-20,Division,Punjab,Bahawalpur,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1923967,130921,6.8,8173,Representative
PSLM 2019-20,Division,Punjab,Dera Ghazi Khan,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1875325,13022,0.69,6754,Representative
PSLM 2019-20,Division,Punjab,Faisalabad,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,2378304,534534,22.48,10087,Representative
PSLM 2019-20,Division,Punjab,Gujranwala,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,2555260,456221,17.85,10968,Representative
PSLM 2019-20,Division,Punjab,Lahore,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,3626234,1292519,35.64,12354,Representative
PSLM 2019-20,Division,Punjab,Multan,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,2016082,157633,7.82,8633,Representative
PSLM 2019-20,Division,Punjab,Rawalpindi,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1670011,294438,17.63,8916,Representative
PSLM 2019-20,Division,Punjab,Sahiwal,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1239361,144466,11.66,5271,Representative
PSLM 2019-20,Division,Punjab,Sargodha,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1334449,92483,6.93,7151,Representative
PSLM 2019-20,Division,Sindh,Hyderabad,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1891815,118858,6.28,8812,Representative
PSLM 2019-20,Division,Sindh,Karachi,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,3801307,1722106,45.3,11549,Representative
PSLM 2019-20,Division,Sindh,Larkana,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1098460,138296,12.59,5166,Representative
PSLM 2019-20,Division,Sindh,Mirpur Khas,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,784670,1911,0.24,3200,Representative
PSLM 2019-20,Division,Sindh,Shaheed Benazirabad,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,897957,56544,6.3,3866,Representative
PSLM 2019-20,Division,Sindh,Sukkur,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,919615,28802,3.13,4513,Representative
PSLM 2019-20,Division,Balochistan,Kalat,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,367644,341930,93.01,2997,Representative
PSLM 2019-20,Division,Balochistan,Loralai,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,134173,113569,84.64,1375,Representative
PSLM 2019-20,Division,Balochistan,Mekran,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,210592,191780,91.07,1124,Representative
PSLM 2019-20,Division,Balochistan,Nasirabad,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,278077,221819,79.77,2049,Representative
PSLM 2019-20,Division,Balochistan,Quetta,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,634072,426314,67.23,3220,Representative
PSLM 2019-20,Division,Balochistan,Rakhshan,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,83560,83055,99.4,1563,Representative
PSLM 2019-20,Division,Balochistan,Sibi,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,172358,156159,90.6,2194,Representative
PSLM 2019-20,Division,Balochistan,Zhob,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,63870,62190,97.37,719,Representative
PSLM 2019-20,Division,Islamabad ICT,Islamabad,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,335643,107787,32.11,1367,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Bannu,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,456757,437788,95.85,1998,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Dera Ismail Khan,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,562910,525838,93.41,2185,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Hazara,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,945483,888712,94,5550,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Kohat,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,453155,442645,97.68,3055,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Malakand,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1062771,998360,93.94,6719,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Mardan,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,543853,495232,91.06,2776,Representative
PSLM 2019-20,Division,Khyber Pakhtunkhwa,Peshawar,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1157301,882911,76.29,6350,Representative
PSLM 2019-20,Division,Punjab,Bahawalpur,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1923967,1739828,90.43,8173,Representative
PSLM 2019-20,Division,Punjab,Dera Ghazi Khan,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1875325,1817016,96.89,6754,Representative
PSLM 2019-20,Division,Punjab,Faisalabad,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,2378304,1773606,74.57,10087,Representative
PSLM 2019-20,Division,Punjab,Gujranwala,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,2555260,2043248,79.96,10968,Representative
PSLM 2019-20,Division,Punjab,Lahore,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,3626234,1730030,47.71,12354,Representative
PSLM 2019-20,Division,Punjab,Multan,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,2016082,1719961,85.31,8633,Representative
PSLM 2019-20,Division,Punjab,Rawalpindi,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1670011,1138179,68.15,8916,Representative
PSLM 2019-20,Division,Punjab,Sahiwal,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1239361,967042,78.03,5271,Representative
PSLM 2019-20,Division,Punjab,Sargodha,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1334449,1197082,89.71,7151,Representative
PSLM 2019-20,Division,Sindh,Hyderabad,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1891815,1557911,82.35,8812,Representative
PSLM 2019-20,Division,Sindh,Karachi,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,3801307,1378872,36.27,11549,Representative
PSLM 2019-20,Division,Sindh,Larkana,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1098460,838439,76.33,5166,Representative
PSLM 2019-20,Division,Sindh,Mirpur Khas,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,784670,768767,97.97,3200,Representative
PSLM 2019-20,Division,Sindh,Shaheed Benazirabad,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,897957,782589,87.15,3866,Representative
PSLM 2019-20,Division,Sindh,Sukkur,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,919615,855167,92.99,4513,Representative
PSLM 2019-20,District,Balochistan,Kalat,Awaran,Waste Management,Garbage collected (municipal or private),% of households,pct,20351,0,0,375,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Kalat,Waste Management,Garbage collected (municipal or private),% of households,pct,28371,0,0,660,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Khuzdar,Waste Management,Garbage collected (municipal or private),% of households,pct,82336,0,0,793,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Lasbela,Waste Management,Garbage collected (municipal or private),% of households,pct,147730,666,0.45,353,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Mastung,Waste Management,Garbage collected (municipal or private),% of households,pct,53909,0,0,512,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Shaheed Sikandarabad,Waste Management,Garbage collected (municipal or private),% of households,pct,34947,0,0,304,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Barkhan,Waste Management,Garbage collected (municipal or private),% of households,pct,43848,0,0,530,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Duki,Waste Management,Garbage collected (municipal or private),% of households,pct,38267,0,0,300,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Loralai,Waste Management,Garbage collected (municipal or private),% of households,pct,52059,14173,27.22,545,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Gwadar,Waste Management,Garbage collected (municipal or private),% of households,pct,40605,644,1.59,396,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Kech,Waste Management,Garbage collected (municipal or private),% of households,pct,169987,13080,7.69,728,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Jaffarabad,Waste Management,Garbage collected (municipal or private),% of households,pct,101135,3270,3.23,657,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Kachhi,Waste Management,Garbage collected (municipal or private),% of households,pct,36225,181,0.5,526,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Nasirabad,Waste Management,Garbage collected (municipal or private),% of households,pct,99860,0,0,658,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Sohbatpur,Waste Management,Garbage collected (municipal or private),% of households,pct,40858,0,0,208,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Killa Abdullah,Waste Management,Garbage collected (municipal or private),% of households,pct,148553,0,0,583,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Pishin,Waste Management,Garbage collected (municipal or private),% of households,pct,129008,15248,11.82,1073,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Quetta,Waste Management,Garbage collected (municipal or private),% of households,pct,356510,149472,41.93,1564,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Kharan,Waste Management,Garbage collected (municipal or private),% of households,pct,29347,217,0.74,576,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Nushki,Waste Management,Garbage collected (municipal or private),% of households,pct,24512,0,0,432,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Washuk,Waste Management,Garbage collected (municipal or private),% of households,pct,29701,0,0,555,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Dera Bugti,Waste Management,Garbage collected (municipal or private),% of households,pct,52430,43,0.08,570,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Harnai,Waste Management,Garbage collected (municipal or private),% of households,pct,14416,54,0.37,447,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Kohlu,Waste Management,Garbage collected (municipal or private),% of households,pct,22010,0,0,169,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Sibi,Waste Management,Garbage collected (municipal or private),% of households,pct,59765,7211,12.07,625,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Ziarat,Waste Management,Garbage collected (municipal or private),% of households,pct,23737,0,0,383,District-representative
